Accepted_binomial,Annual_Mean_Temp_1,AnnualPrecipitation_1
Athyrium filix-femina var angustum,78,1125
Athyrium filix-femina var angustum,78,1125
Athyrium filix-femina var angustum,78,1125
Athyrium filix-femina var angustum,78,1125
Athyrium filix-femina var angustum,78,1125
Athyrium filix-femina var angustum,78,1125
Athyrium filix-femina var angustum,83,932
Athyrium filix-femina var angustum,83,932
Athyrium filix-femina var angustum,83,932
Athyrium filix-femina var angustum,83,932
Athyrium filix-femina var angustum,83,932
Athyrium filix-femina var angustum,83,932
Athyrium filix-femina var angustum,83,932
Athyrium filix-femina var angustum,83,932
Athyrium filix-femina var angustum,83,932
Athyrium filix-femina var angustum,83,932
Athyrium filix-femina var angustum,83,932
Athyrium filix-femina var angustum,83,932
Athyrium filix-femina var angustum,83,932
Athyrium filix-femina var angustum,83,932
Athyrium filix-femina var angustum,83,932
Athyrium filix-femina var angustum,83,932
Athyrium filix-femina var angustum,83,932
Athyrium filix-femina var angustum,83,932
Athyrium filix-femina var angustum,83,932
Athyrium filix-femina var angustum,83,881
Athyrium filix-femina var angustum,82,832
Athyrium filix-femina var angustum,82,832
Athyrium filix-femina var angustum,82,832
Athyrium filix-femina var angustum,78,953
Athyrium filix-femina var angustum,81,1001
Athyrium filix-femina var angustum,81,1001
Athyrium filix-femina var angustum,81,1001
Athyrium filix-femina var angustum,81,1001
Athyrium filix-femina var angustum,81,1001
Athyrium filix-femina var angustum,81,1001
Athyrium filix-femina var angustum,76,1019
Athyrium filix-femina var angustum,78,984
Athyrium filix-femina var angustum,62,1229
Athyrium filix-femina var angustum,75,857
Athyrium filix-femina var angustum,85,1057
Athyrium filix-femina var angustum,84,1095
Athyrium filix-femina var angustum,79,1035
Athyrium filix-femina var angustum,82,1018
Athyrium filix-femina var angustum,82,1018
Athyrium filix-femina var angustum,82,1018
Athyrium filix-femina var angustum,82,1018
Athyrium filix-femina var angustum,82,1018
Athyrium filix-femina var angustum,82,1018
Athyrium filix-femina var angustum,85,904
Athyrium filix-femina var angustum,83,931
Athyrium filix-femina var angustum,83,931
Athyrium filix-femina var angustum,83,931
Athyrium filix-femina var angustum,83,931
Athyrium filix-femina var angustum,83,931
Athyrium filix-femina var angustum,59,1468
Athyrium filix-femina var angustum,59,1468
Athyrium filix-femina var angustum,84,799
Athyrium filix-femina var angustum,71,952
Athyrium filix-femina var angustum,76,1145
Athyrium filix-femina var angustum,76,1145
Athyrium filix-femina var angustum,76,1145
Athyrium filix-femina var angustum,76,1145
Athyrium filix-femina var angustum,76,1145
Athyrium filix-femina var angustum,76,1145
Athyrium filix-femina var angustum,76,1145
Athyrium filix-femina var angustum,76,1145
Athyrium filix-femina var angustum,76,1145
Athyrium filix-femina var angustum,76,1145
Athyrium filix-femina var angustum,76,1145
Athyrium filix-femina var angustum,76,1145
Athyrium filix-femina var angustum,76,1145
Athyrium filix-femina var angustum,76,1145
Athyrium filix-femina var angustum,76,1145
Athyrium filix-femina var angustum,76,1145
Athyrium filix-femina var angustum,76,1145
Athyrium filix-femina var angustum,76,1145
Athyrium filix-femina var angustum,76,1145
Athyrium filix-femina var angustum,76,1145
Athyrium filix-femina var angustum,76,1145
Athyrium filix-femina var angustum,76,1145
Athyrium filix-femina var angustum,76,1145
Athyrium filix-femina var angustum,76,1145
Athyrium filix-femina var angustum,76,1145
Athyrium filix-femina var angustum,76,1145
Athyrium filix-femina var angustum,76,1145
Athyrium filix-femina var angustum,76,1145
Athyrium filix-femina var angustum,76,1145
Athyrium filix-femina var angustum,86,752
Athyrium filix-femina var angustum,86,752
Athyrium filix-femina var angustum,84,768
Athyrium filix-femina var angustum,84,768
Athyrium filix-femina var angustum,84,768
Athyrium filix-femina var angustum,84,768
Athyrium filix-femina var angustum,84,768
Athyrium filix-femina var angustum,84,768
Athyrium filix-femina var angustum,84,768
Athyrium filix-femina var angustum,80,1055
Athyrium filix-femina var angustum,89,797
Athyrium filix-femina var angustum,85,904
Athyrium filix-femina var angustum,82,1202
Athyrium filix-femina var angustum,101,871
Athyrium filix-femina var angustum,97,966
Athyrium filix-femina var angustum,103,873
Athyrium filix-femina var angustum,102,943
Athyrium filix-femina var angustum,98,1095
Athyrium filix-femina var angustum,88,817
Athyrium filix-femina var angustum,86,1420
Athyrium filix-femina var angustum,92,1030
Athyrium filix-femina var angustum,100,1072
Athyrium filix-femina var angustum,105,1468
Athyrium filix-femina var angustum,108,1197
Athyrium filix-femina var angustum,108,1197
Athyrium filix-femina var angustum,98,1329
Athyrium filix-femina var angustum,105,1118
Athyrium filix-femina var angustum,111,1340
Athyrium filix-femina var angustum,110,1367
Athyrium filix-femina var angustum,110,1367
Athyrium filix-femina var angustum,110,1359
Athyrium filix-femina var angustum,105,1186
Athyrium filix-femina var angustum,103,1092
Athyrium filix-femina var angustum,103,1092
Athyrium filix-femina var angustum,119,1116
Athyrium filix-femina var angustum,110,1359
Athyrium filix-femina var angustum,106,1225
Athyrium filix-femina var angustum,115,1197
Athyrium filix-femina var angustum,108,1233
Athyrium filix-femina var angustum,108,968
Athyrium filix-femina var angustum,110,1088
Athyrium filix-femina var angustum,108,997
Athyrium filix-femina var angustum,108,1235
Athyrium filix-femina var angustum,100,862
Athyrium filix-femina var angustum,100,862
Athyrium filix-femina var angustum,110,1211
Athyrium filix-femina var angustum,110,1211
Athyrium filix-femina var angustum,113,1199
Athyrium filix-femina var angustum,113,1199
Athyrium filix-femina var angustum,113,1128
Athyrium filix-femina var angustum,107,1051
Athyrium filix-femina var angustum,101,1035
Athyrium filix-femina var angustum,106,1356
Athyrium filix-femina var angustum,116,1135
Athyrium filix-femina var angustum,89,1350
Athyrium filix-femina var angustum,111,1146
Athyrium filix-femina var angustum,97,1435
Athyrium filix-femina var angustum,111,1151
Athyrium filix-femina var angustum,110,1024
Athyrium filix-femina var angustum,110,1024
Athyrium filix-femina var angustum,91,1289
Athyrium filix-femina var angustum,118,1078
Athyrium filix-femina var angustum,99,1175
Athyrium filix-femina var angustum,99,1175
Athyrium filix-femina var angustum,99,1175
Athyrium filix-femina var angustum,99,1175
Athyrium filix-femina var angustum,99,1175
Athyrium filix-femina var angustum,99,1175
Athyrium filix-femina var angustum,99,1175
Athyrium filix-femina var angustum,105,1468
Athyrium filix-femina var angustum,115,1095
Athyrium filix-femina var angustum,116,1092
Athyrium filix-femina var angustum,113,1022
Athyrium filix-femina var angustum,111,959
Athyrium filix-femina var angustum,106,1096
Athyrium filix-femina var angustum,109,1042
Athyrium filix-femina var angustum,119,1116
Athyrium filix-femina var angustum,119,1116
Athyrium filix-femina var angustum,108,1233
Athyrium filix-femina var angustum,108,1233
Athyrium filix-femina var angustum,105,1186
Athyrium filix-femina var angustum,113,1134
Athyrium filix-femina var angustum,110,1211
Athyrium filix-femina var angustum,113,1199
Athyrium filix-femina var angustum,101,1035
Athyrium filix-femina var angustum,114,1245
Athyrium filix-femina var angustum,106,1356
Athyrium filix-femina var angustum,116,1135
Athyrium filix-femina var angustum,116,1135
Athyrium filix-femina var angustum,116,1135
Athyrium filix-femina var angustum,110,1110
Athyrium filix-femina var angustum,96,1023
Athyrium filix-femina var angustum,118,1230
Athyrium filix-femina var angustum,118,1230
Athyrium filix-femina var angustum,118,1230
Athyrium filix-femina var angustum,118,1230
Athyrium filix-femina var angustum,119,1239
Athyrium filix-femina var angustum,119,1239
Athyrium filix-femina var angustum,-53,555
Athyrium filix-femina var angustum,-46,688
Athyrium filix-femina var angustum,-43,728
Athyrium filix-femina var angustum,-35,721
Athyrium filix-femina var angustum,22,797
Athyrium filix-femina var angustum,38,867
Athyrium filix-femina var angustum,45,942
Athyrium filix-femina var angustum,42,944
Athyrium filix-femina var angustum,41,940
Athyrium filix-femina var angustum,43,928
Athyrium filix-femina var angustum,52,808
Athyrium filix-femina var angustum,65,1013
Athyrium filix-femina var angustum,63,1000
Athyrium filix-femina var angustum,44,863
Athyrium filix-femina var angustum,43,1102
Athyrium filix-femina var angustum,39,973
Athyrium filix-femina var angustum,41,994
Athyrium filix-femina var angustum,43,887
Athyrium filix-femina var angustum,47,825
Athyrium filix-femina var angustum,50,889
Athyrium filix-femina var angustum,45,891
Athyrium filix-femina var angustum,50,889
Athyrium filix-femina var angustum,45,1041
Athyrium filix-femina var angustum,50,865
Athyrium filix-femina var angustum,41,1066
Athyrium filix-femina var angustum,50,819
Athyrium filix-femina var angustum,41,1066
Athyrium filix-femina var angustum,41,1066
Athyrium filix-femina var angustum,46,864
Athyrium filix-femina var angustum,54,807
Athyrium filix-femina var angustum,50,802
Athyrium filix-femina var angustum,53,800
Athyrium filix-femina var angustum,49,815
Athyrium filix-femina var angustum,53,800
Athyrium filix-femina var angustum,52,1003
Athyrium filix-femina var angustum,49,790
Athyrium filix-femina var angustum,44,896
Athyrium filix-femina var angustum,44,896
Athyrium filix-femina var angustum,51,810
Athyrium filix-femina var angustum,64,1143
Athyrium filix-femina var angustum,75,1029
Athyrium filix-femina var angustum,68,1375
Athyrium filix-femina var angustum,67,1371
Athyrium filix-femina var angustum,70,1042
Athyrium filix-femina var angustum,62,1259
Athyrium filix-femina var angustum,59,1299
Athyrium filix-femina var angustum,37,1489
Athyrium filix-femina var angustum,57,1155
Athyrium filix-femina var angustum,57,1054
Athyrium filix-femina var angustum,57,1054
Athyrium filix-femina var angustum,64,1143
Athyrium filix-femina var angustum,59,1112
Athyrium filix-femina var angustum,72,1119
Athyrium filix-femina var angustum,69,1168
Athyrium filix-femina var angustum,65,1215
Athyrium filix-femina var angustum,63,975
Athyrium filix-femina var angustum,71,1055
Athyrium filix-femina var angustum,60,1287
Athyrium filix-femina var angustum,73,824
Athyrium filix-femina var angustum,58,1508
Athyrium filix-femina var angustum,66,1092
Athyrium filix-femina var angustum,66,1092
Athyrium filix-femina var angustum,63,886
Athyrium filix-femina var angustum,66,894
Athyrium filix-femina var angustum,66,894
Athyrium filix-femina var angustum,64,930
Athyrium filix-femina var angustum,64,930
Athyrium filix-femina var angustum,62,1297
Athyrium filix-femina var angustum,55,1156
Athyrium filix-femina var angustum,65,1018
Athyrium filix-femina var angustum,61,1152
Athyrium filix-femina var angustum,62,768
Athyrium filix-femina var angustum,51,1113
Athyrium filix-femina var angustum,72,775
Athyrium filix-femina var angustum,61,1246
Athyrium filix-femina var angustum,81,796
Athyrium filix-femina var angustum,81,796
Athyrium filix-femina var angustum,81,796
Athyrium filix-femina var angustum,83,818
Athyrium filix-femina var angustum,83,818
Athyrium filix-femina var angustum,64,1151
Athyrium filix-femina var angustum,58,975
Athyrium filix-femina var angustum,80,975
Athyrium filix-femina var angustum,71,927
Athyrium filix-femina var angustum,72,883
Athyrium filix-femina var angustum,72,883
Athyrium filix-femina var angustum,69,936
Athyrium filix-femina var angustum,69,936
Athyrium filix-femina var angustum,69,936
Athyrium filix-femina var angustum,78,900
Athyrium filix-femina var angustum,78,900
Athyrium filix-femina var angustum,78,900
Athyrium filix-femina var angustum,76,951
Athyrium filix-femina var angustum,76,951
Athyrium filix-femina var angustum,76,951
Athyrium filix-femina var angustum,76,951
Athyrium filix-femina var angustum,76,951
Athyrium filix-femina var angustum,76,951
Athyrium filix-femina var angustum,76,951
Athyrium filix-femina var angustum,76,951
Athyrium filix-femina var angustum,76,951
Athyrium filix-femina var angustum,76,951
Athyrium filix-femina var angustum,76,951
Athyrium filix-femina var angustum,76,951
Athyrium filix-femina var angustum,76,951
Athyrium filix-femina var angustum,81,825
Athyrium filix-femina var angustum,74,879
Athyrium filix-femina var angustum,74,879
Athyrium filix-femina var angustum,74,849
Athyrium filix-femina var angustum,74,849
Athyrium filix-femina var angustum,74,849
Athyrium filix-femina var angustum,75,1241
Athyrium filix-femina var angustum,75,1241
Athyrium filix-femina var angustum,71,1255
Athyrium filix-femina var angustum,71,1255
Athyrium filix-femina var angustum,71,824
Athyrium filix-femina var angustum,71,824
Athyrium filix-femina var angustum,71,824
Athyrium filix-femina var angustum,81,787
Athyrium filix-femina var angustum,81,787
Athyrium filix-femina var angustum,82,1029
Athyrium filix-femina var angustum,86,905
Athyrium filix-femina var angustum,101,1083
Athyrium filix-femina var angustum,101,1083
Athyrium filix-femina var angustum,63,1177
Athyrium filix-femina var angustum,85,1115
Athyrium filix-femina var angustum,95,1051
Athyrium filix-femina var angustum,94,1060
Athyrium filix-femina var angustum,79,1103
Athyrium filix-femina var angustum,79,1103
Athyrium filix-femina var angustum,92,972
Athyrium filix-femina var angustum,92,972
Athyrium filix-femina var angustum,100,1070
Athyrium filix-femina var angustum,105,1122
Athyrium filix-femina var angustum,102,1040
Athyrium filix-femina var angustum,105,1167
Athyrium filix-femina var angustum,96,1493
Athyrium filix-femina var angustum,88,1553
Athyrium filix-femina var angustum,99,1270
Athyrium filix-femina var angustum,98,1286
Athyrium filix-femina var angustum,98,1286
Athyrium filix-femina var angustum,98,1286
Athyrium filix-femina var angustum,97,1207
Athyrium filix-femina var angustum,94,1183
Athyrium filix-femina var angustum,92,1299
Athyrium filix-femina var angustum,99,1046
Athyrium filix-femina var angustum,104,1136
Athyrium filix-femina var angustum,96,905
Athyrium filix-femina var angustum,88,1148
Athyrium filix-femina var angustum,91,1254
Athyrium filix-femina var angustum,90,1295
Athyrium filix-femina var angustum,92,1213
Athyrium filix-femina var angustum,92,1213
Athyrium filix-femina var angustum,90,1392
Athyrium filix-femina var angustum,97,1203
Athyrium filix-femina var angustum,86,1388
Athyrium filix-femina var angustum,86,1388
Athyrium filix-femina var angustum,90,1044
Athyrium filix-femina var angustum,92,1299
Athyrium filix-femina var angustum,86,1246
Athyrium filix-femina var angustum,97,1048
Athyrium filix-femina var angustum,88,1553
Athyrium filix-femina var angustum,87,1334
Athyrium filix-femina var angustum,90,1392
Athyrium filix-femina var angustum,74,1312
Athyrium filix-femina var angustum,91,1362
Athyrium filix-femina var angustum,97,1058
Athyrium filix-femina var angustum,97,1058
Athyrium filix-femina var angustum,86,1246
Athyrium filix-femina var angustum,90,1052
Athyrium filix-femina var angustum,101,1429
Athyrium filix-femina var angustum,112,1091
Athyrium filix-femina var angustum,112,1091
Athyrium filix-femina var angustum,112,1091
Athyrium filix-femina var angustum,112,1091
Athyrium filix-femina var angustum,112,1091
Athyrium filix-femina var angustum,112,1091
Athyrium filix-femina var angustum,111,1169
Athyrium filix-femina var angustum,108,1101
Athyrium filix-femina var angustum,109,1150
Athyrium filix-femina var angustum,109,1150
Athyrium filix-femina var angustum,112,1211
Athyrium filix-femina var angustum,112,1205
Athyrium filix-femina var angustum,112,1205
Athyrium filix-femina var angustum,112,1205
Athyrium filix-femina var angustum,108,1309
Athyrium filix-femina var angustum,110,1201
Athyrium filix-femina var angustum,106,1411
Athyrium filix-femina var angustum,106,1411
Athyrium filix-femina var angustum,108,1328
Athyrium filix-femina var angustum,104,1381
Athyrium filix-femina var angustum,105,1404
Athyrium filix-femina var angustum,105,1190
Athyrium filix-femina var angustum,111,1169
Athyrium filix-femina var angustum,111,1090
Athyrium filix-femina var angustum,100,1331
Athyrium filix-femina var angustum,113,1063
Athyrium filix-femina var angustum,104,1467
Athyrium filix-femina var angustum,112,1230
Athyrium filix-femina var angustum,113,1110
Athyrium filix-femina var angustum,111,1148
Athyrium filix-femina var angustum,111,1118
Athyrium filix-femina var angustum,113,1054
Athyrium filix-femina var angustum,113,1054
Athyrium filix-femina var angustum,111,1169
Athyrium filix-femina var angustum,111,1169
Athyrium filix-femina var angustum,110,1055
Athyrium filix-femina var angustum,115,1270
Athyrium filix-femina var angustum,111,1196
Athyrium filix-femina var angustum,111,1196
Athyrium filix-femina var angustum,110,1089
Athyrium filix-femina var angustum,109,1153
Athyrium filix-femina var angustum,109,1153
Athyrium filix-femina var angustum,113,1137
Athyrium filix-femina var angustum,113,1137
Athyrium filix-femina var angustum,110,1172
Athyrium filix-femina var angustum,108,1117
Athyrium filix-femina var angustum,108,1117
Athyrium filix-femina var angustum,108,1117
Athyrium filix-femina var angustum,108,1117
Athyrium filix-femina var angustum,108,1103
Athyrium filix-femina var angustum,111,1090
Athyrium filix-femina var angustum,111,1090
Athyrium filix-femina var angustum,111,1086
Athyrium filix-femina var angustum,111,1086
Athyrium filix-femina var angustum,112,1253
Athyrium filix-femina var angustum,112,1205
Athyrium filix-femina var angustum,112,1205
Athyrium filix-femina var angustum,112,1205
Athyrium filix-femina var angustum,112,1205
Athyrium filix-femina var angustum,108,1309
Athyrium filix-femina var angustum,108,1309
Athyrium filix-femina var angustum,111,1185
Athyrium filix-femina var angustum,109,1307
Athyrium filix-femina var angustum,106,1411
Athyrium filix-femina var angustum,108,1328
Athyrium filix-femina var angustum,106,1085
Athyrium filix-femina var angustum,97,1418
Athyrium filix-femina var angustum,105,1404
Athyrium filix-femina var angustum,107,1130
Athyrium filix-femina var angustum,99,1094
Athyrium filix-femina var angustum,99,1124
Athyrium filix-femina var angustum,101,1207
Athyrium filix-femina var angustum,102,1250
Athyrium filix-femina var angustum,97,1364
Athyrium filix-femina var angustum,104,1148
Athyrium filix-femina var angustum,105,1034
Athyrium filix-femina var angustum,105,1136
Athyrium filix-femina var angustum,105,1136
Athyrium filix-femina var angustum,97,1101
Athyrium filix-femina var angustum,94,1083
Athyrium filix-femina var angustum,105,1190
Athyrium filix-femina var angustum,104,1179
Athyrium filix-femina var angustum,104,1144
Athyrium filix-femina var angustum,103,1299
Athyrium filix-femina var angustum,110,1167
Athyrium filix-femina var angustum,110,1167
Athyrium filix-femina var angustum,106,1220
Athyrium filix-femina var angustum,109,1148
Athyrium filix-femina var angustum,109,1148
Athyrium filix-femina var angustum,108,1302
Athyrium filix-femina var angustum,111,1128
Athyrium filix-femina var angustum,105,1405
Athyrium filix-femina var angustum,105,1405
Athyrium filix-femina var angustum,114,1132
Athyrium filix-femina var angustum,114,1132
Athyrium filix-femina var angustum,108,1309
Athyrium filix-femina var angustum,115,1186
Athyrium filix-femina var angustum,115,1145
Athyrium filix-femina var angustum,106,1538
Athyrium filix-femina var angustum,111,1167
Athyrium filix-femina var angustum,115,1101
Athyrium filix-femina var angustum,111,1090
Athyrium filix-femina var angustum,110,1405
Athyrium filix-femina var angustum,111,1185
Athyrium filix-femina var angustum,108,1328
Athyrium filix-femina var angustum,108,1328
Athyrium filix-femina var angustum,100,1382
Athyrium filix-femina var angustum,100,1331
Athyrium filix-femina var angustum,99,1094
Athyrium filix-femina var angustum,114,1176
Athyrium filix-femina var angustum,93,1350
Athyrium filix-femina var angustum,105,1034
Athyrium filix-femina var angustum,104,1144
Athyrium filix-femina var angustum,111,1128
Athyrium filix-femina var angustum,111,1128
Athyrium filix-femina var angustum,111,1128
Athyrium filix-femina var angustum,111,1128
Athyrium filix-femina var angustum,111,1128
Athyrium filix-femina var angustum,111,1128
Athyrium filix-femina var angustum,108,1300
Athyrium filix-femina var angustum,-30,856
Athyrium filix-femina var angustum,23,965
Athyrium filix-femina var angustum,24,1170
Athyrium filix-femina var angustum,27,868
Athyrium filix-femina var angustum,18,1107
Athyrium filix-femina var angustum,4,1268
Athyrium filix-femina var angustum,35,985
Athyrium filix-femina var angustum,32,1410
Athyrium filix-femina var angustum,32,1410
Athyrium filix-femina var angustum,54,921
Athyrium filix-femina var angustum,57,1073
Athyrium filix-femina var angustum,49,1250
Athyrium filix-femina var angustum,56,1229
Athyrium filix-femina var angustum,56,1229
Athyrium filix-femina var angustum,56,1229
Athyrium filix-femina var angustum,59,1163
Athyrium filix-femina var angustum,57,1175
Athyrium filix-femina var angustum,44,1390
Athyrium filix-femina var angustum,55,1171
Athyrium filix-femina var angustum,57,1202
Athyrium filix-femina var angustum,51,1467
Athyrium filix-femina var angustum,53,1281
Athyrium filix-femina var angustum,52,1289
Athyrium filix-femina var angustum,58,1064
Athyrium filix-femina var angustum,58,1064
Athyrium filix-femina var angustum,59,1078
Athyrium filix-femina var angustum,58,1089
Athyrium filix-femina var angustum,48,1081
Athyrium filix-femina var angustum,56,1213
Athyrium filix-femina var angustum,63,1009
Athyrium filix-femina var angustum,58,1326
Athyrium filix-femina var angustum,59,1278
Athyrium filix-femina var angustum,56,1061
Athyrium filix-femina var angustum,60,1168
Athyrium filix-femina var angustum,60,1168
Athyrium filix-femina var angustum,60,1168
Athyrium filix-femina var angustum,60,1168
Athyrium filix-femina var angustum,50,820
Athyrium filix-femina var angustum,63,1147
Athyrium filix-femina var angustum,61,957
Athyrium filix-femina var angustum,31,1177
Athyrium filix-femina var angustum,63,1147
Athyrium filix-femina var angustum,27,1633
Athyrium filix-femina var angustum,59,1355
Athyrium filix-femina var angustum,67,1075
Athyrium filix-femina var angustum,59,1243
Athyrium filix-femina var angustum,51,1284
Athyrium filix-femina var angustum,44,1245
Athyrium filix-femina var angustum,86,927
Athyrium filix-femina var angustum,82,1092
Athyrium filix-femina var angustum,94,1399
Athyrium filix-femina var angustum,101,1032
Athyrium filix-femina var angustum,102,1096
Athyrium filix-femina var angustum,88,1435
Athyrium filix-femina var angustum,86,1228
Athyrium filix-femina var angustum,93,1054
Athyrium filix-femina var angustum,98,1023
Athyrium filix-femina var angustum,99,1036
Athyrium filix-femina var angustum,99,1036
Athyrium filix-femina var angustum,99,1036
Athyrium filix-femina var angustum,96,974
Athyrium filix-femina var angustum,101,1046
Athyrium filix-femina var angustum,97,1349
Athyrium filix-femina var angustum,100,1238
Athyrium filix-femina var angustum,101,1116
Athyrium filix-femina var angustum,103,1183
Athyrium filix-femina var angustum,104,1089
Athyrium filix-femina var angustum,103,1079
Athyrium filix-femina var angustum,101,1262
Athyrium filix-femina var angustum,100,1131
Athyrium filix-femina var angustum,100,1272
Athyrium filix-femina var angustum,94,1008
Athyrium filix-femina var angustum,86,1287
Athyrium filix-femina var angustum,94,1345
Athyrium filix-femina var angustum,94,1399
Athyrium filix-femina var angustum,88,1435
Athyrium filix-femina var angustum,88,1435
Athyrium filix-femina var angustum,84,1255
Athyrium filix-femina var angustum,92,1199
Athyrium filix-femina var angustum,86,1228
Athyrium filix-femina var angustum,100,1119
Athyrium filix-femina var angustum,93,1054
Athyrium filix-femina var angustum,98,1023
Athyrium filix-femina var angustum,99,1036
Athyrium filix-femina var angustum,99,1036
Athyrium filix-femina var angustum,96,974
Athyrium filix-femina var angustum,97,1228
Athyrium filix-femina var angustum,97,1228
Athyrium filix-femina var angustum,96,1113
Athyrium filix-femina var angustum,101,1046
Athyrium filix-femina var angustum,101,1046
Athyrium filix-femina var angustum,98,974
Athyrium filix-femina var angustum,95,1085
Athyrium filix-femina var angustum,97,1349
Athyrium filix-femina var angustum,96,1340
Athyrium filix-femina var angustum,100,1238
Athyrium filix-femina var angustum,101,1032
Athyrium filix-femina var angustum,100,1202
Athyrium filix-femina var angustum,103,1059
Athyrium filix-femina var angustum,104,1056
Athyrium filix-femina var angustum,102,1096
Athyrium filix-femina var angustum,102,1096
Athyrium filix-femina var angustum,103,1133
Athyrium filix-femina var angustum,103,1133
Athyrium filix-femina var angustum,104,1178
Athyrium filix-femina var angustum,105,1102
Athyrium filix-femina var angustum,102,1141
Athyrium filix-femina var angustum,100,1265
Athyrium filix-femina var angustum,100,1265
Athyrium filix-femina var angustum,88,1435
Athyrium filix-femina var angustum,86,1228
Athyrium filix-femina var angustum,90,1054
Athyrium filix-femina var angustum,93,1054
Athyrium filix-femina var angustum,99,1036
Athyrium filix-femina var angustum,98,1012
Athyrium filix-femina var angustum,98,1012
Athyrium filix-femina var angustum,96,1113
Athyrium filix-femina var angustum,101,1046
Athyrium filix-femina var angustum,100,1238
Athyrium filix-femina var angustum,100,1238
Athyrium filix-femina var angustum,100,1202
Athyrium filix-femina var angustum,101,1064
Athyrium filix-femina var angustum,103,1133
Athyrium filix-femina var angustum,102,1172
Athyrium filix-femina var angustum,100,1265
Athyrium filix-femina var angustum,102,1316
Athyrium filix-femina var angustum,103,1332
Athyrium filix-femina var angustum,102,1406
Athyrium filix-femina var angustum,103,1322
Athyrium filix-femina var angustum,100,1105
Athyrium filix-femina var angustum,109,1072
Athyrium filix-femina var angustum,104,1133
Athyrium filix-femina var angustum,101,1259
Athyrium filix-femina var angustum,101,1259
Athyrium filix-femina var angustum,105,1108
Athyrium filix-femina var angustum,106,1221
Athyrium filix-femina var angustum,106,1221
Athyrium filix-femina var angustum,103,1322
Athyrium filix-femina var angustum,102,1406
Athyrium filix-femina var angustum,110,1149
Athyrium filix-femina var angustum,110,1149
Athyrium filix-femina var angustum,104,1252
Athyrium filix-femina var angustum,104,1252
Athyrium filix-femina var angustum,100,1105
Athyrium filix-femina var angustum,104,1133
Athyrium filix-femina var angustum,105,1166
Athyrium filix-femina var angustum,105,1108
Athyrium filix-femina var angustum,105,1108
Athyrium filix-femina var angustum,105,1108
Athyrium filix-femina var angustum,105,1108
Athyrium filix-femina var angustum,-30,836
Athyrium filix-femina var angustum,-30,836
Athyrium filix-femina var angustum,-38,929
Athyrium filix-femina var angustum,-38,929
Athyrium filix-femina var angustum,-26,1020
Athyrium filix-femina var angustum,-26,1020
Athyrium filix-femina var angustum,41,1075
Athyrium filix-femina var angustum,33,1155
Athyrium filix-femina var angustum,33,1155
Athyrium filix-femina var angustum,33,1155
Athyrium filix-femina var angustum,44,960
Athyrium filix-femina var angustum,15,1226
Athyrium filix-femina var angustum,15,1226
Athyrium filix-femina var angustum,15,1226
Athyrium filix-femina var angustum,8,920
Athyrium filix-femina var angustum,53,1009
Athyrium filix-femina var angustum,52,1188
Athyrium filix-femina var angustum,45,1248
Athyrium filix-femina var angustum,52,1178
Athyrium filix-femina var angustum,54,1147
Athyrium filix-femina var angustum,54,1147
Athyrium filix-femina var angustum,51,1188
Athyrium filix-femina var angustum,49,1188
Athyrium filix-femina var angustum,49,1188
Athyrium filix-femina var angustum,44,1225
Athyrium filix-femina var angustum,40,1182
Athyrium filix-femina var angustum,53,1210
Athyrium filix-femina var angustum,40,961
Athyrium filix-femina var angustum,40,961
Athyrium filix-femina var angustum,19,1435
Athyrium filix-femina var angustum,19,1435
Athyrium filix-femina var angustum,19,1435
Athyrium filix-femina var angustum,19,1435
Athyrium filix-femina var angustum,67,892
Athyrium filix-femina var angustum,17,1485
Athyrium filix-femina var angustum,71,1017
Athyrium filix-femina var angustum,69,1182
Athyrium filix-femina var angustum,79,1185
Athyrium filix-femina var angustum,73,1088
Athyrium filix-femina var angustum,69,1182
Athyrium filix-femina var angustum,79,1203
Athyrium filix-femina var angustum,62,893
Athyrium filix-femina var angustum,76,1462
Athyrium filix-femina var angustum,76,1462
Athyrium filix-femina var angustum,73,1289
Athyrium filix-femina var angustum,81,1051
Athyrium filix-femina var angustum,83,1169
Athyrium filix-femina var angustum,81,1227
Athyrium filix-femina var angustum,99,1124
Athyrium filix-femina var angustum,95,1146
Athyrium filix-femina var angustum,100,1258
Athyrium filix-femina var angustum,NA,NA
Athyrium filix-femina var angustum,NA,NA
Athyrium filix-femina var angustum,36,1188
Athyrium filix-femina var angustum,45,932
Athyrium filix-femina var angustum,54,942
Athyrium filix-femina var angustum,54,913
Athyrium filix-femina var angustum,54,913
Athyrium filix-femina var angustum,54,913
Athyrium filix-femina var angustum,52,1025
Athyrium filix-femina var angustum,47,996
Athyrium filix-femina var angustum,47,996
Athyrium filix-femina var angustum,44,868
Athyrium filix-femina var angustum,36,1124
Athyrium filix-femina var angustum,36,1124
Athyrium filix-femina var angustum,40,1000
Athyrium filix-femina var angustum,69,1244
Athyrium filix-femina var angustum,69,1244
Athyrium filix-femina var angustum,77,1190
Athyrium filix-femina var angustum,77,1190
Athyrium filix-femina var angustum,73,1176
Athyrium filix-femina var angustum,73,1176
Athyrium filix-femina var angustum,73,1067
Athyrium filix-femina var angustum,60,1314
Athyrium filix-femina var angustum,74,1124
Athyrium filix-femina var angustum,67,1308
Athyrium filix-femina var angustum,74,1061
Athyrium filix-femina var angustum,73,1176
